name,point,polyP1,polyP2,polyP3,polyP4,yaw,ancho
87,"-70.835873342675,-33.112146326825","-70.8358919879,-33.1124076649","-70.8358655806,-33.1124080541","-70.8358546975,-33.1118849887","-70.8358811047,-33.1118845996",180.99844512059238,0.002459877843935824
88,"-70.8358099224,-33.11214726135","-70.8358176846,-33.1118855341","-70.8358285675,-33.1124085995","-70.8358021601,-33.1124089886","-70.8357912774,-33.1118859232",180.99840678911718,0.0024598823761893124
89,"-70.835862365875,-33.11161875365","-70.8358810109,-33.1118800918","-70.8358546037,-33.1118804809","-70.8358437209,-33.1113574155","-70.835870128,-33.1113570264",180.99842330623648,0.0024598832013334364
90,"-70.835798945975,-33.11161968815","-70.8358067083,-33.1113579609","-70.8358175908,-33.1118810263","-70.8357911836,-33.1118814154","-70.8357803012,-33.11135835",180.99838072735204,0.002459883175844048
91,"-70.835850826675,-33.1110641337","-70.8358694715,-33.1113254719","-70.8358430644,-33.111325861","-70.835832182,-33.1108027955","-70.8358585888,-33.1108024064",180.99840194019777,0.002459880101352577
92,"-70.83578740715001,-33.1110650682","-70.8357951695,-33.1108033409","-70.8358060518,-33.1113264064","-70.8357796447,-33.1113267955","-70.8357687626,-33.11080373",180.99836393638907,0.0024598847321505232
93,"-70.835839850475,-33.110536560425004","-70.835858495,-33.1107978986","-70.8358320882,-33.1107982878","-70.835821206,-33.1102752222","-70.8358476127,-33.1102748331",180.99838059397212,0.002459876341067648
94,"-70.835776431325,-33.1105374949","-70.8357841937,-33.1102757676","-70.8357950757,-33.1107988331","-70.8357686689,-33.1107992222","-70.835757787,-33.1102761567",180.99834703609736,0.0024598762171085405
95,"-70.83582887454999,-33.110008987149996","-70.8358475189,-33.1102703254","-70.8358211122,-33.1102707145","-70.8358102303,-33.1097476489","-70.8358366368,-33.1097472598",180.99836336015758,0.002459877041679712
96,"-70.835765455825,-33.11000992155","-70.8357732183,-33.1097481942","-70.8357841,-33.1102712598","-70.8357576933,-33.1102716489","-70.8357468117,-33.1097485833",180.99832535587012,0.002459881671882726
97,"-70.83574650210001,-33.112148195850004","-70.835765147,-33.112409534","-70.8357387396,-33.1124099231","-70.8357278573,-33.1118868577","-70.8357542645,-33.1118864686",180.99837610085615,0.002459882350030778
